date,doy,month,day,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P_Wh,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,P_mapped_Wh,P_mapped_Wh_kWh,P_mapped_Wh_mean,P_mapped_Wh_min,P_mapped_Wh_max,P_mapped_Wh_std,P_mapped_Wh_p10,P_mapped_Wh_p90,P_normalized_0_1_Wh_Wh,P_normalized_0_1_Wh_kWh,P_normalized_0_1_Wh_mean,P_normalized_0_1_Wh_min,P_normalized_0_1_Wh_max,P_normalized_0_1_Wh_std,P_normalized_0_1_Wh_p10,P_normalized_0_1_Wh_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_P_mapped_Wh,valid_frac_P_mapped_Wh,n_obs_P_normalized_0_1_Wh,valid_frac_P_normalized_0_1_Wh,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2005-01-15,15,1,15,0.47188,6.66038,6660.38,6.66038,277.5158333333333,0.0,987.21,372.5815644686195,0.0,860.848,471.88,0.47188,19.661666666666665,0.0,68.68,26.35312120226842,0.0,60.793,7.498730014633497,0.007498730014633497,0.31244708394306236,0.0,1.091406241851803,0.41878219237671566,0.0,0.9660725052547557,395.0307231235455,0.3950307231235455,16.459613463481062,0.0,57.49493528889783,22.06131331078777,0.0,50.89239372478109,10.431666666666667,7.61,14.04,2.2698183544765955,8.074000000000002,13.741,1.9800000000000002,2.97,0.5950301417283139,1.24,2.879,44.35,12.128750000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-16,16,1,16,0.47303999999999996,6.70662,6706.62,6.70662,279.4425,0.0,959.18,377.335645664613,0.0,882.542,473.03999999999996,0.47303999999999996,19.709999999999997,0.0,66.52,26.55006624080822,0.0,61.885,7.5171637834242375,0.007517163783424237,0.31321515764267654,0.0,1.0570812930690434,0.4219118814326866,0.0,0.9834256738060396,396.0018082274348,0.3960018082274348,16.500075342809783,0.0,55.68670785406935,22.226184339417866,0.0,51.80655315016659,9.82625,6.71,14.25,2.835740548167576,6.957,13.945,1.7470833333333333,3.03,0.5678294229988335,1.24,2.655,44.55,12.192916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-17,17,1,17,0.46454999999999996,6.6801900000000005,6680.1900000000005,6.6801900000000005,278.34125,0.0,939.85,375.40363626962454,0.0,902.1909999999999,464.55,0.46455,19.35625,0.0,64.32,25.989646402148214,0.0,62.087,7.382247665292005,0.007382247665292005,0.3075936527205002,0.0,1.0221206970866037,0.4130061489054426,0.0,0.9866356921644274,388.89446983776185,0.3888944698377618,16.203936243240076,0.0,53.844994726003314,21.757033169377518,0.0,51.975655901016296,9.68125,3.16,14.84,4.336483560895053,3.536,14.604999999999999,1.2479166666666666,1.79,0.4250215254565929,0.69,1.702,44.75,12.26,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-18,18,1,18,0.4114,5.88294,5882.94,5.88294,245.12249999999997,0.0,851.22,330.6674956383514,0.0,773.3219999999999,411.4,0.4114,17.141666666666666,0.0,58.81,23.090759617434525,0.0,53.900999999999996,6.537631448716243,0.006537631448716243,0.2724013103631768,0.0,0.934560295330584,0.3669394172330748,0.0,0.8565504927497671,344.40035494834837,0.34440035494834836,14.350014789514516,0.0,49.23234048252884,19.33025232929372,0.0,45.12280877994877,11.315833333333332,4.64,15.9,3.5740951018546565,6.226,15.616,1.2075,1.66,0.3124969565069185,0.83,1.59,44.96,12.32875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-19,19,1,19,0.4614,6.70562,6705.62,6.70562,279.4008333333333,0.0,994.23,384.514421032403,0.0,904.0459999999999,461.4,0.4614,19.224999999999998,0.0,67.25,26.352620363068258,0.0,61.734,7.332190448317147,0.007332190448317147,0.3055079353465478,0.0,1.0686818544632166,0.41877423345083886,0.0,0.9810261056272448,386.25747149530366,0.38625747149530365,16.09406131230432,0.0,56.2978217556549,22.06089403709232,0.0,51.68014465819479,13.149583333333332,8.48,17.88,3.374587226502726,9.426,17.645,1.5304166666666665,2.34,0.48137917050605894,1.03,2.3009999999999997,45.17,12.399583333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-20,20,1,20,0.44014,6.4151299999999996,6415.13,6.41513,267.2970833333333,0.0,941.77,364.15115168530207,0.0,873.8589999999999,440.14,0.44014,18.339166666666667,0.0,63.26,24.899693889626462,0.0,59.528999999999996,6.994343961686842,0.006994343961686842,0.2914309984036184,0.0,1.0052760462950645,0.39568551734620716,0.0,0.9459860537448448,368.45982553953826,0.36845982553953827,15.352492730814093,0.0,52.95762385520786,20.844587782432125,0.0,49.83424581847406,13.348333333333334,8.9,19.08,3.7083380394042766,9.362,18.645,1.6816666666666666,2.28,0.30148425103674714,1.401,2.1679999999999997,45.39,12.472500000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-21,21,1,21,0.44761,6.58066,6580.66,6.58066,274.19416666666666,0.0,958.28,374.10962422584873,0.0,893.567,447.61,0.44761,18.65041666666667,0.0,63.92,25.345309913304458,0.0,60.088,7.113051076227218,0.007113051076227218,0.2963771281761341,0.0,1.0157642250897965,0.4027668817858016,0.0,0.954869223360383,374.7132787516534,0.3747132787516534,15.61305328131889,0.0,53.51013779362768,21.21763181919773,0.0,50.30220838146902,13.683333333333332,7.78,19.7,4.5094024155011425,7.952,19.445,1.4608333333333334,1.93,0.4060511497728876,0.921,1.839,45.62,12.549166666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-22,22,1,22,0.41568,6.11372,6113.72,6.11372,254.73833333333334,0.0,974.61,363.7723058472831,0.0,901.0029999999999,415.68,0.41568,17.32,0.0,65.03,24.657199495411515,0.0,60.565999999999995,6.60564569908208,0.00660564569908208,0.2752352374617533,0.0,1.0334034348809364,0.39183199528068197,0.0,0.9624652073965676,347.9833241247677,0.3479833241247677,14.499305171865322,0.0,54.439365780970085,20.641585460019346,0.0,50.70236241565791,14.345416666666667,9.43,19.62,3.5667607752043353,9.515,18.754,1.085,1.86,0.44395456093378866,0.47300000000000003,1.73,45.85,12.625416666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-23,23,1,23,0.46412000000000003,6.85739,6857.39,6.8573900000000005,285.7245833333333,0.0,999.09,387.53939013236663,0.0,914.894,464.12,0.46412,19.338333333333335,0.0,66.15,26.125074023887915,0.0,61.445,7.375414457895436,0.007375414457895436,0.30730893574564316,0.0,1.0512015564719968,0.41515825361839925,0.0,0.9764335546095516,388.534498635458,0.388534498635458,16.188937443144084,0.0,55.376965191621885,21.87040536431423,0.0,51.43821052455339,15.494166666666667,10.62,20.65,3.4411549080867125,10.83,20.153,1.33625,1.93,0.41625465136453266,0.76,1.839,46.09,12.705416666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-24,24,1,24,0.44859000000000004,6.68767,6687.67,6.68767,278.65291666666667,0.0,1013.21,382.222614789262,0.0,914.6249999999999,448.59,0.44859,18.69125,0.0,66.45,25.531554443131906,0.0,60.92099999999999,7.128624432619396,0.007128624432619396,0.29702601802580814,0.0,1.0559689104696022,0.40572652713181834,0.0,0.968106576293734,375.5336782359737,0.3755336782359737,15.647236593165571,0.0,55.628107890903614,21.373544999022144,0.0,50.999547943141295,16.205833333333334,12.38,20.86,2.943761150321971,13.417,20.544,1.0370833333333334,1.79,0.4002442641868747,0.543,1.6389999999999998,46.34,12.787500000000001,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-25,25,1,25,0.4126,6.09278,6092.78,6.092779999999999,253.8658333333333,0.0,959.66,344.0213910552993,0.0,794.0909999999999,412.59999999999997,0.41259999999999997,17.191666666666666,0.0,63.69,23.300116190541917,0.0,53.799,6.556700864706664,0.006556700864706663,0.2731958693627777,0.0,1.012109253691632,0.3702663402188366,0.0,0.8549295923905813,345.4049257454753,0.34540492574547527,14.39187190606147,0.0,53.31759505751168,19.505513578902274,0.0,45.03742026219298,17.117083333333333,12.23,21.33,3.136179452450228,12.394,21.073999999999998,1.1866666666666668,2.0,0.5597256056526166,0.48,1.888,46.58,12.870833333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-26,26,1,26,0.38236,5.66023,5660.23,5.660229999999999,235.84291666666664,0.0,931.86,334.8236945731961,0.0,788.3669999999998,382.36,0.38236000000000003,15.931666666666667,0.0,61.76,22.53703727811982,0.0,53.14999999999999,6.076151581748038,0.006076151581748038,0.2531729825728349,0.0,0.9814392763070372,0.3581401158734235,0.0,0.8446162165757615,320.0897416578767,0.3200897416578767,13.337072569078195,0.0,51.7019103587992,18.86670791946676,0.0,44.494114889413495,16.280416666666667,11.95,21.44,3.467380265531472,12.265,20.899,1.26,1.72,0.35356568788864945,0.711,1.639,46.84,12.956666666666669,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-27,27,1,27,0.43426000000000003,6.4361999999999995,6436.2,6.4361999999999995,268.175,0.0,953.28,367.2819092598562,0.0,884.579,434.26,0.43426,18.094166666666666,0.0,63.1,24.71752360549911,0.0,59.238,6.900903823333776,0.006900903823333776,0.287537659305574,0.0,1.0027334574963416,0.3927906165719423,0.0,0.9413617203671676,363.5374286336163,0.36353742863361627,15.147392859734012,0.0,52.82368108225761,20.692085326149908,0.0,49.59063740017078,16.34541666666667,11.7,20.64,2.979362317483488,12.121,20.428,1.0229166666666667,1.72,0.30627465887119465,0.711,1.4289999999999998,47.1,13.044583333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-28,28,1,28,0.35161,5.13293,5132.93,5.13293,213.87208333333334,0.0,765.32,290.02437429770515,0.0,664.197,351.61,0.35161000000000003,14.650416666666667,0.0,52.27,19.96657674152889,0.0,45.591,5.587497796993481,0.005587497796993481,0.2328124082080617,0.0,0.8306319781827857,0.3172924648240776,0.0,0.7244947870160968,294.3476149814992,0.2943476149814992,12.264483957562467,0.0,43.75742963818709,16.714866594278043,0.0,38.1661560098448,16.898333333333333,14.77,20.2,1.944583707918343,15.113,19.72,0.8675,1.52,0.3774427684805484,0.431,1.4289999999999998,47.36,13.132916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-29,29,1,29,0.41237,6.04053,6040.53,6.0405299999999995,251.68875,0.0,907.76,338.86821817584774,0.0,801.0740000000001,412.37,0.41237,17.182083333333335,0.0,61.02,23.164003742532465,0.0,54.671,6.5530458933085,0.0065530458933085005,0.2730435788878542,0.0,0.969679803112944,0.3681033528083641,0.0,0.868786701343621,345.21238300935926,0.34521238300935925,14.383849292056636,0.0,51.08242503390427,19.391568086905806,0.0,45.76740837477188,16.559583333333332,13.1,20.29,2.2760806877396607,14.201,19.899,1.1570833333333332,1.93,0.44755839227161587,0.62,1.769,47.63,13.225000000000001,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-30,30,1,30,0.38958,5.70551,5705.51,5.70551,237.72958333333335,0.0,917.99,335.9200091698743,0.0,832.0559999999999,389.58,0.38958,16.232499999999998,0.0,61.53,22.9138978617212,0.0,56.477000000000004,6.190885901290408,0.006190885901290408,0.25795357922043366,0.0,0.9777843049088732,0.3641288752393301,0.0,0.8974861724092057,326.13390928725704,0.32613390928725705,13.588912886969043,0.0,51.509367622683214,19.182193866861887,0.0,47.27928742444791,15.96125,12.34,20.59,2.741992789290617,12.676,20.066,1.55,2.28,0.4439349736949828,1.072,2.21,47.91,13.317083333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-01-31,31,1,31,0.2496,3.56437,3564.37,3.56437,148.51541666666665,0.0,639.39,230.22685339878532,0.0,597.2779999999999,249.6,0.2496,10.4,0.0,45.46,16.43353702434247,0.0,42.641999999999996,3.9664385260077153,0.003966438526007715,0.16526827191698815,0.0,0.7224130424371424,0.2611482947593196,0.0,0.6776316972196353,208.95072580240094,0.20895072580240093,8.706280241766706,0.0,38.05649036449177,13.75720949013216,0.0,35.69742327590537,13.304583333333333,11.6,15.62,1.2291848807297028,11.89,15.262,1.4675,2.21,0.39372524076745613,1.0510000000000002,2.077,48.19,13.412083333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-02-01,32,2,1,0.32416,4.56935,4569.35,4.56935,190.38958333333335,0.0,764.59,267.4414071299449,0.0,604.4069999999999,324.15999999999997,0.32415999999999995,13.506666666666666,0.0,53.98,19.11292794138966,0.0,43.25299999999999,5.1512849062125845,0.005151284906212585,0.214636871092191,0.0,0.8578058959691365,0.3037269780910949,0.0,0.6873412081947584,271.3680579972207,0.2713680579972207,11.307002416550864,0.0,45.18894302409296,16.000241047926114,0.0,36.20891724010916,11.754166666666668,9.62,15.23,1.7900204435720273,9.812999999999999,14.565,1.4633333333333332,2.48,0.5247166246955436,1.03,2.3219999999999996,48.47,13.5075,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-02-02,33,2,2,0.15474,2.22666,2226.66,2.22666,92.77749999999999,0.0,483.88,146.9555736549685,0.0,324.373,154.74,0.15474000000000002,6.447500000000001,0.0,34.95,10.587234006719767,0.0,23.269,2.459001191964879,0.002459001191964879,0.10245838299853662,0.0,0.5553967407210323,0.1682436412183987,0.0,0.3697718672342689,129.5394042895173,0.1295394042895173,5.397475178729888,0.0,29.258124466321767,8.863021754583158,0.0,19.479464898622066,11.737916666666665,9.63,14.5,1.5641138042845932,9.684000000000001,13.737,1.2666666666666668,1.79,0.32006339951663465,0.97,1.72,48.76,13.606666666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-02-03,34,2,3,0.14932,2.18475,2184.75,2.18475,91.03125,0.0,332.4,126.94137429169898,0.0,315.411,149.32,0.14931999999999998,6.221666666666667,0.0,23.47,8.925891341030544,0.0,22.242,2.372870996408141,0.0023728709964081413,0.09886962485033922,0.0,0.3729659944126646,0.1418429458895121,0.0,0.3534516253824664,125.00209285582734,0.12500209285582733,5.208420535659473,0.0,19.647730507140825,7.472241482939497,0.0,18.6197197247476,14.327916666666667,12.28,16.34,1.3663120121307406,12.441,15.976,0.7045833333333333,1.1,0.3328791289533689,0.09100000000000003,1.03,49.06,13.706249999999999,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-02-04,35,2,4,0.30226000000000003,4.39438,4394.38,4.39438,183.09916666666666,0.0,684.56,250.1277933884244,0.0,569.2810000000001,302.26,0.30226,12.594166666666666,0.0,47.38,17.411393300556583,0.0,39.551,4.803268064387388,0.004803268064387388,0.2001361693494745,0.0,0.7529241080218172,0.2766875848509626,0.0,0.6285120598643075,253.03464094965426,0.2530346409496543,10.543110039568928,0.0,39.66380363989486,14.575814372525478,0.0,33.10981633097259,16.64125,13.83,19.78,1.9649279497798602,14.165000000000001,19.284,0.8295833333333333,1.24,0.26458300524914036,0.55,1.17,49.36,13.8075,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-02-05,36,2,5,0.39299,5.84711,5847.11,5.84711,243.62958333333333,0.0,845.53,323.9519800227935,0.0,764.919,392.99,0.39299,16.374583333333334,0.0,56.61,21.92641170491932,0.0,51.309999999999995,6.245074825063189,0.006245074825063189,0.26021145104429955,0.0,0.8995996993481441,0.34843655498196524,0.0,0.8153764453904482,328.9885646357594,0.32898856463575943,13.707856859823309,0.0,47.39062735446281,18.355527403786667,0.0,42.95377300048554,18.0725,13.36,22.36,2.915899816374088,13.711,21.669,0.8883333333333333,1.72,0.46865827604998606,0.28,1.38,49.66,13.910833333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
