date,E_day_kWh,Hpoa_day_kWhm2,G(i)_Whm2,G(i)_kWhm2,G(i)_mean,G(i)_min,G(i)_max,G(i)_std,G(i)_p10,G(i)_p90,P_Wh,P_kWh,P_mean,P_min,P_max,P_std,P_p10,P_p90,T2m_mean,T2m_min,T2m_max,T2m_std,T2m_p10,T2m_p90,WS10m_mean,WS10m_max,WS10m_std,WS10m_p10,WS10m_p90,H_sun_max,H_sun_mean,n_obs_P,valid_frac_P,n_obs_G(i),valid_frac_G(i),n_obs_T2m,valid_frac_T2m,n_obs_WS10m,valid_frac_WS10m,n_obs_H_sun,valid_frac_H_sun
2005-05-05,0.41527,6.3703,6370.3,6.3703,265.4291666666667,0.0,901.89,340.8624830825305,0.0,812.796,415.27,0.41527,17.302916666666665,0.0,59.24,22.656311238797798,0.0,53.628,23.135833333333334,18.07,28.29,3.813993589592052,18.43,27.85,1.9037499999999998,3.38,0.7442522509495543,1.282,3.177,80.32,23.42375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-06,0.08118,1.36552,1365.52,1.36552,56.89666666666667,0.0,183.7,67.54870047774335,0.0,166.506,81.18,0.08118,3.3825000000000003,0.0,11.69,4.244043652195289,0.0,10.434,20.728333333333335,18.39,24.7,1.8323082773344668,19.251,23.671999999999997,1.4770833333333335,2.62,0.5289651847396638,0.97,2.0,80.57,23.493333333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-07,0.31693,4.78657,4786.57,4.786569999999999,199.44041666666666,0.0,673.45,256.59916153374087,0.0,630.7669999999999,316.93,0.31693,13.205416666666666,0.0,45.36,17.405229343921118,0.0,42.358999999999995,21.26875,17.52,24.51,2.5052819202636663,17.775000000000002,24.16,1.175,2.0,0.4475148770905738,0.62,1.79,80.8,23.56041666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-08,0.20199,3.07709,3077.09,3.07709,128.21208333333334,0.0,494.6,169.0813129051578,0.0,394.926,201.99,0.20199,8.41625,0.0,33.39,11.45048539411625,0.0,26.776,22.063333333333333,19.45,24.55,1.7225251097221153,19.791999999999998,24.428,1.0033333333333332,1.79,0.40708579019625596,0.62,1.66,81.03,23.625416666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-09,0.22638,3.45912,3459.12,3.45912,144.13,0.0,656.89,206.305493214395,0.0,389.55199999999996,226.38,0.22638,9.4325,0.0,43.73,13.825947329757097,0.0,26.107,21.807083333333335,19.44,25.89,2.2634131194449156,19.489,25.304,1.1329166666666666,2.14,0.5635252331580167,0.3820000000000001,1.769,81.25,23.68958333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-10,0.13612,2.12954,2129.54,2.12954,88.73083333333334,0.0,545.28,145.64329728056015,0.0,261.71199999999993,136.12,0.13612,5.671666666666667,0.0,36.46,9.769794028653768,0.0,17.346999999999994,21.09,19.25,24.41,1.5647475140126252,19.356,22.999000000000002,0.8420833333333334,1.66,0.47404805449554854,0.15100000000000008,1.4569999999999999,81.46,23.75,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-11,0.20687,3.16486,3164.86,3.16486,131.86916666666667,0.0,542.33,174.33944476014418,0.0,365.92999999999995,206.87,0.20687,8.619583333333333,0.0,36.58,11.785971941314354,0.0,24.439,22.175833333333333,19.56,24.92,1.8872499354459045,19.722,24.357,0.9366666666666666,1.79,0.36367289012860554,0.452,1.408,81.67,23.810000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-12,0.2582,3.91266,3912.66,3.91266,163.0275,0.0,587.05,212.58688663083453,0.0,477.10699999999997,258.2,0.2582,10.758333333333333,0.0,39.5,14.422806416489692,0.0,32.352,22.43041666666667,18.88,25.66,2.1538408143646954,19.38,25.111,1.0320833333333332,1.72,0.43500104114484767,0.38200000000000006,1.45,81.86,23.86791666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-13,0.27652,4.20851,4208.51,4.20851,175.35458333333335,0.0,584.32,218.00291059044557,0.0,535.7339999999999,276.52,0.27652,11.521666666666667,0.0,39.38,14.697402511318458,0.0,35.977,23.459166666666665,20.76,26.05,1.9315029441314364,21.326,25.788999999999998,1.1579166666666667,2.14,0.5236575313551096,0.5710000000000001,1.839,82.05,23.922916666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-14,0.30017,4.58166,4581.66,4.58166,190.9025,0.0,636.74,241.7492317194752,0.0,567.664,300.17,0.30017,12.507083333333334,0.0,42.54,16.300041738854716,0.0,38.174,23.3175,19.75,26.99,2.591583786362915,19.942,26.438,1.5520833333333333,2.07,0.3281566323607049,1.0510000000000002,1.958,82.23,23.977500000000003,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-15,0.33366,5.12698,5126.98,5.12698,213.62416666666664,0.0,743.56,274.6406538182396,0.0,662.9699999999999,333.65999999999997,0.33365999999999996,13.902499999999998,0.0,48.89,18.249298557097667,0.0,43.870999999999995,24.033749999999998,20.38,27.69,2.6847553730355918,20.496,27.497999999999998,1.0179166666666666,1.66,0.5455031914517623,0.41,1.639,82.4,24.029583333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-16,0.37052,5.75064,5750.64,5.750640000000001,239.61,0.0,821.28,306.61159066551085,0.0,736.4889999999999,370.52,0.37051999999999996,15.438333333333333,0.0,53.2,20.19686817449604,0.0,48.294999999999995,24.274583333333336,19.54,27.93,2.8939261418517166,20.253,27.76,1.0545833333333334,1.59,0.43884214421159684,0.431,1.569,82.56,24.07875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-17,0.39593,6.12431,6124.31,6.12431,255.17958333333334,0.0,882.76,327.2928120264279,0.0,767.02,395.93,0.39593,16.497083333333332,0.0,57.36,21.64728389010595,0.0,50.675,23.89708333333333,18.92,28.12,3.3833999868496925,19.235,27.89,1.4937500000000001,2.41,0.5499076009342091,0.851,2.34,82.71,24.128333333333334,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-18,0.25815,3.96624,3966.24,3.96624,165.26,0.0,596.92,205.85519300458884,0.0,458.71099999999996,258.15000000000003,0.25815000000000005,10.756250000000001,0.0,39.59,13.810585358151283,0.0,30.796999999999997,23.76,20.02,26.46,2.1129065083537117,21.063,26.184,1.0745833333333332,1.66,0.40213537809901856,0.5710000000000001,1.569,82.86,24.175416666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-19,0.30093,4.62382,4623.82,4.623819999999999,192.65916666666666,0.0,739.36,243.09497465727915,0.0,552.1819999999999,300.93,0.30093000000000003,12.53875,0.0,48.72,16.252562423386873,0.0,36.93599999999999,23.454583333333332,19.86,26.66,2.2388758420760824,20.365000000000002,26.102999999999998,0.8708333333333332,1.72,0.33834529142857017,0.36100000000000004,1.17,82.99,24.21875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-20,0.37918,5.87097,5870.97,5.870970000000001,244.62375,0.0,812.78,314.6537078290092,0.0,764.771,379.18,0.37918,15.799166666666666,0.0,53.1,20.79482939843809,0.0,50.111,23.794583333333335,19.53,27.51,2.7444203936535403,19.945,27.299,1.1370833333333332,2.07,0.4668905389513893,0.5710000000000001,1.7999999999999998,83.11,24.263333333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-21,0.37395,5.77546,5775.46,5.77546,240.64416666666668,0.0,779.51,303.23209767461117,0.0,689.415,373.95,0.37395,15.581249999999999,0.0,51.35,20.200057320732274,0.0,45.775,23.923333333333332,19.48,27.52,2.6348511494409217,20.33,26.961,1.10875,1.93,0.5165126582059306,0.36100000000000004,1.79,83.23,24.30333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-22,0.39603,6.1382699999999994,6138.2699999999995,6.1382699999999994,255.76125,0.0,851.24,324.7810202383526,0.0,773.847,396.03000000000003,0.39603000000000005,16.501250000000002,0.0,55.46,21.489036904087104,0.0,50.842999999999996,23.907083333333333,18.46,27.85,3.3262231867999787,18.915,27.799999999999997,1.3429166666666668,2.21,0.5607640685526403,0.5710000000000001,2.14,83.33,24.34375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-23,0.37587,5.79607,5796.07,5.796069999999999,241.50291666666666,0.0,821.89,309.66262224049956,0.0,730.746,375.87,0.37587,15.66125,0.0,53.82,20.603346775938252,0.0,48.412,23.857083333333335,18.65,27.5,3.0089366591606073,19.221,27.221999999999998,1.2041666666666666,2.28,0.6765379687707155,0.21,2.0279999999999996,83.43,24.380416666666665,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-24,0.24168,3.66862,3668.62,3.6686199999999998,152.85916666666665,0.0,540.99,204.10158779001648,0.0,491.666,241.67999999999998,0.24167999999999998,10.069999999999999,0.0,36.79,13.878382627230959,0.0,33.038,22.66,20.74,25.25,1.4098812777646599,21.046,24.608,0.90875,2.28,0.6041401543408256,0.3400000000000001,1.909,83.51,24.416666666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-25,0.29711,4.54907,4549.07,4.5490699999999995,189.54458333333332,0.0,696.58,243.16682861556032,0.0,525.126,297.11,0.29711000000000004,12.379583333333334,0.0,46.01,16.309534282575108,0.0,35.437999999999995,22.70125,19.07,25.9,2.3380990281032554,19.376,25.459,0.9308333333333333,1.72,0.3086987650383977,0.641,1.17,83.59,24.45125,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-26,0.33453,5.13159,5131.59,5.13159,213.81625,0.0,750.24,272.9763859800283,0.0,647.799,334.53,0.33453,13.938749999999999,0.0,49.66,18.299538676176226,0.0,43.324,23.28,19.81,26.48,2.074050856782864,20.794,26.067999999999998,0.8845833333333334,1.72,0.44326828824349573,0.48,1.6179999999999999,83.66,24.484583333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-27,0.317,4.82934,4829.34,4.82934,201.2225,0.0,716.65,262.3910928407706,0.0,621.899,317.0,0.317,13.208333333333334,0.0,47.88,17.713595531869483,0.0,41.888999999999996,22.653333333333332,19.46,26.16,2.12074774890668,19.943,25.624,1.0229166666666667,2.21,0.6094507803122319,0.36100000000000004,1.86,83.72,24.515,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-28,0.31494,4.8034099999999995,4803.41,4.8034099999999995,200.14208333333332,0.0,636.78,250.21262234832903,0.0,598.044,314.94,0.31494,13.1225,0.0,42.69,16.94212636159269,0.0,40.379,23.207083333333333,19.9,25.86,2.021784573667245,20.522,25.524,1.0425,2.0,0.5013221649233937,0.48,1.751,83.77,24.545,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-29,0.30573,4.68057,4680.57,4.6805699999999995,195.02374999999998,0.0,609.2,241.8461291959522,0.0,565.471,305.73,0.30573,12.738750000000001,0.0,40.82,16.288388585657923,0.0,37.928,23.625833333333333,21.09,26.12,1.5245267738081787,21.672,25.476,0.8112499999999999,1.45,0.31590191790986394,0.62,1.198,83.82,24.572916666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-30,0.2753,4.23299,4232.99,4.23299,176.37458333333333,0.0,653.7,232.65492293316348,0.0,548.047,275.3,0.2753,11.470833333333333,0.0,43.36,15.617360161237146,0.0,36.711,23.547916666666666,21.69,26.13,1.5284575321336966,21.996,25.918,0.6845833333333333,1.31,0.35341783580723074,0.16100000000000003,1.012,83.85,24.598333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-05-31,0.23961,3.63998,3639.98,3.63998,151.66583333333332,0.0,558.61,197.12406040506502,0.0,464.37899999999996,239.61,0.23961000000000002,9.98375,0.0,37.99,13.42974272552952,0.0,31.548,22.845416666666665,21.16,25.07,1.175677341001742,21.585,24.401999999999997,0.9375,1.93,0.5412164238004094,0.36100000000000004,1.702,83.88,24.62375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-01,0.30234,4.59883,4598.83,4.5988299999999995,191.61791666666667,0.0,737.71,253.26854894908558,0.0,620.1759999999999,302.34,0.30234,12.597499999999998,0.0,49.34,17.109272403404916,0.0,41.657,23.535416666666666,20.81,26.87,1.8256219408778187,21.503,26.017,1.155,2.97,0.8667380126708967,0.36100000000000004,2.4379999999999997,83.9,24.64708333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-02,0.24969,3.80165,3801.6499999999996,3.8016499999999995,158.4020833333333,0.0,589.16,215.88527057674116,0.0,528.581,249.69,0.24969,10.40375,0.0,39.79,14.671360095956251,0.0,35.82,22.736666666666668,19.73,26.14,2.312199530029074,19.946,25.841,1.7908333333333333,2.76,0.4305599656934803,1.401,2.4269999999999996,83.91,24.66916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-03,0.1559,2.43563,2435.63,2.43563,101.48458333333333,0.0,362.75,126.93304828784711,0.0,304.539,155.9,0.1559,6.495833333333334,0.0,24.42,8.478443210599591,0.0,20.279,22.891666666666666,20.98,24.99,1.1858794816200922,21.477,24.483999999999998,1.0062499999999999,1.93,0.36338759400708887,0.641,1.38,83.92,24.69,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-04,0.29589,4.55231,4552.3099999999995,4.552309999999999,189.6795833333333,0.0,706.04,243.35913001300855,0.0,571.193,295.89,0.29589,12.32875,0.0,46.77,16.320866694937283,0.0,38.195,23.563333333333333,19.69,26.99,2.4303277049861394,20.317,26.520999999999997,0.9508333333333333,1.86,0.5010763776430537,0.29800000000000004,1.6809999999999998,83.92,24.70875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-05,0.32008000000000003,4.90599,4905.99,4.90599,204.41625,0.0,721.48,261.648485564831,0.0,636.8459999999999,320.08,0.32008,13.336666666666666,0.0,48.09,17.557261762009194,0.0,42.354,24.109583333333333,21.9,26.82,1.7975477962241089,22.146,26.584,0.7920833333333334,2.41,0.7579605310744529,0.16100000000000003,2.014,83.92,24.727083333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-06,0.35029,5.38155,5381.55,5.38155,224.23125000000002,0.0,770.98,283.29038939656334,0.0,636.92,350.29,0.35029000000000005,14.595416666666667,0.0,50.98,18.965638718291395,0.0,42.607,23.573333333333334,20.45,26.81,2.0468122971367317,21.329,26.465999999999998,0.99125,2.07,0.6053120826410987,0.34,1.958,83.91,24.743750000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-07,0.3263,5.00981,5009.8099999999995,5.00981,208.7420833333333,0.0,721.76,262.4826872796718,0.0,629.449,326.3,0.32630000000000003,13.595833333333333,0.0,47.83,17.565189368072062,0.0,41.824999999999996,23.52875,20.62,26.73,1.870720187986203,21.65,26.147,0.9049999999999999,2.14,0.5646160680921382,0.34,1.66,83.9,24.75916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-08,0.32919,5.03658,5036.58,5.03658,209.8575,0.0,683.54,260.22746588739227,0.0,584.412,329.19,0.32919,13.71625,0.0,45.51,17.52354361932143,0.0,39.354,23.538749999999997,19.45,26.24,2.1321744616195484,20.761,25.915,1.0629166666666667,2.28,0.6295442047998706,0.36100000000000004,1.909,83.88,24.773749999999996,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-09,0.3138,4.82214,4822.14,4.82214,200.9225,0.0,703.41,262.72817617966984,0.0,649.3639999999999,313.8,0.3138,13.075000000000001,0.0,46.64,17.55605036298957,0.0,43.226,24.441666666666666,21.8,27.36,1.7725458641681773,22.703000000000003,27.051,0.94875,1.86,0.49575864131125613,0.29800000000000004,1.73,83.86,24.78833333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-10,0.27396,4.18716,4187.16,4.1871599999999995,174.465,0.0,581.8,223.2953447985328,0.0,549.864,273.96,0.27396,11.415,0.0,39.35,15.13272440197359,0.0,37.150999999999996,24.254166666666666,21.88,26.64,1.571404568798429,22.490000000000002,26.299999999999997,1.1341666666666665,2.62,0.7105106349090353,0.501,2.308,83.83,24.79875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-11,0.27426,4.19899,4198.99,4.19899,174.95791666666665,0.0,586.65,223.5744192604443,0.0,537.854,274.26,0.27426,11.4275,0.0,39.36,15.14205753924278,0.0,36.444,24.377499999999998,22.04,26.86,1.6923080457585529,22.294,26.29,1.0833333333333333,2.48,0.6504558045118733,0.501,2.0279999999999996,83.8,24.810000000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-12,0.21946000000000002,3.37001,3370.01,3.37001,140.41708333333335,0.0,551.22,195.9091421725269,0.0,485.648,219.45999999999998,0.21946,9.144166666666665,0.0,37.05,13.205949224782604,0.0,32.836,23.58458333333333,22.15,26.41,1.4165020577853562,22.206,25.962,1.045,2.14,0.5337561729609439,0.41,1.72,83.77,24.820416666666663,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-13,0.17344,2.69152,2691.52,2.69152,112.14666666666666,0.0,422.51,147.62510292796668,0.0,349.6039999999999,173.44,0.17344,7.226666666666667,0.0,28.41,9.92164330124307,0.0,23.337999999999997,23.38,21.62,26.14,1.3040938883244635,21.892999999999997,25.407999999999998,0.9533333333333333,2.07,0.35129161262610475,0.5710000000000001,1.2189999999999999,83.73,24.828333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-14,0.16724999999999998,2.60072,2600.72,2.60072,108.36333333333333,0.0,407.7,138.18225512664083,0.0,306.4529999999999,167.25,0.16725,6.96875,0.0,27.42,9.244132951323188,0.0,20.386999999999993,23.394583333333333,21.65,25.89,1.3933037971004358,21.866,25.307000000000002,1.1683333333333332,1.93,0.33026559360436036,0.7250000000000001,1.4289999999999998,83.7,24.837500000000002,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-15,0.16147,2.49788,2497.88,2.4978800000000003,104.07833333333333,0.0,458.01,146.0696676148113,0.0,331.17799999999994,161.47,0.16147,6.727916666666666,0.0,31.01,9.889622571233408,0.0,22.255,23.27416666666667,21.93,26.06,1.3847615292004691,22.038,25.522,1.6266666666666667,2.76,0.48985948887469727,1.072,2.308,83.66,24.842916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-16,0.060899999999999996,1.04895,1048.95,1.04895,43.706250000000004,0.0,196.37,59.18469197002682,0.0,138.076,60.9,0.060899999999999996,2.5375,0.0,12.75,3.7499139120553266,0.0,8.604999999999999,22.200416666666666,20.88,23.2,0.6157884953573699,21.317999999999998,22.961000000000002,1.4633333333333332,2.62,0.649974358468599,0.69,2.3289999999999997,83.62,24.847916666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-17,0.12644,2.00746,2007.46,2.00746,83.64416666666666,0.0,347.8,106.43820807588692,0.0,240.45199999999997,126.44000000000001,0.12644000000000002,5.2683333333333335,0.0,23.35,7.032135346836825,0.0,15.672,22.529583333333335,20.43,25.27,1.6009005051958187,20.589,24.524,0.9858333333333333,1.86,0.3361407141512985,0.662,1.4359999999999997,83.57,24.854166666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-18,0.24178,3.71387,3713.87,3.71387,154.74458333333334,0.0,535.14,199.16287629844828,0.0,473.075,241.78,0.24178,10.074166666666667,0.0,35.67,13.408359792265442,0.0,31.683999999999997,23.420416666666668,21.0,26.15,2.020904832143194,21.178,25.854,1.5679166666666668,2.21,0.33851310637611337,1.17,1.93,83.53,24.85875,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-19,0.29405,4.47748,4477.48,4.47748,186.56166666666664,0.0,660.39,235.8059981290196,0.0,547.0509999999999,294.05,0.29405000000000003,12.252083333333333,0.0,44.46,16.017749659882522,0.0,36.961999999999996,23.56958333333333,20.24,26.83,2.431361184634016,20.521,26.317,1.9333333333333333,3.31,0.4858758713075187,1.401,2.627,83.48,24.860833333333332,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-20,0.32658,4.98386,4983.86,4.98386,207.66083333333333,0.0,687.94,261.37870449692866,0.0,609.4119999999999,326.58,0.32658,13.6075,0.0,46.29,17.70621095891888,0.0,41.123,23.812083333333334,20.14,27.37,2.5785081280978486,20.565,26.969,1.9308333333333334,3.03,0.5517081511614369,1.373,2.767,83.44,24.863333333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-21,0.30767,4.67717,4677.17,4.67717,194.88208333333333,0.0,690.33,251.43287220629244,0.0,583.313,307.67,0.30767,12.819583333333334,0.0,46.25,17.071175675660868,0.0,39.563,23.613333333333333,20.7,26.94,2.2168282604279206,20.916,26.498,1.7645833333333334,3.38,0.7272340641485181,1.24,3.17,83.39,24.862916666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-22,0.30646,4.65887,4658.87,4.65887,194.11958333333334,0.0,642.59,245.09757874878014,0.0,582.5509999999999,306.46,0.30645999999999995,12.769166666666665,0.0,43.38,16.608174759454446,0.0,39.243,23.862083333333334,20.3,26.89,2.3774538429509673,20.616,26.59,1.67,3.45,0.6847341597767832,1.072,2.6759999999999997,83.34,24.864166666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-23,0.31647000000000003,4.82706,4827.06,4.82706,201.12750000000003,0.0,688.17,258.2064379733193,0.0,635.9879999999999,316.47,0.31647000000000003,13.186250000000001,0.0,46.24,17.42762420199859,0.0,42.74,23.974999999999998,21.32,27.1,2.05722269513811,21.594,26.499,1.4375,3.1,0.6964958878120748,0.683,2.4869999999999997,83.29,24.8625,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-24,0.20465999999999998,3.16329,3163.29,3.16329,131.80375,0.0,528.13,162.2561109135935,0.0,358.469,204.66,0.20466,8.5275,0.0,35.15,10.855385459681331,0.0,24.026999999999997,23.3175,21.15,25.77,1.629527138666974,21.371000000000002,25.271,1.0658333333333332,1.93,0.29288544528189003,0.781,1.408,83.24,24.860416666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-25,0.19586,3.03003,3030.03,3.03003,126.25125000000001,0.0,541.57,158.57648790334864,0.0,325.45,195.86,0.19586,8.160833333333334,0.0,36.22,10.60759650548551,0.0,21.669999999999998,23.1075,20.52,27.45,1.9810081974239448,20.881999999999998,25.314,1.0020833333333334,2.07,0.39973881871592837,0.522,1.31,83.19,24.857916666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-26,0.31216,4.79559,4795.59,4.79559,199.81625,0.0,700.65,254.68955390422826,0.0,611.962,312.16,0.31216000000000005,13.006666666666668,0.0,46.47,17.077604115297923,0.0,40.788999999999994,23.77,20.16,27.24,2.6080527468659023,20.215,26.816,1.4104166666666667,2.55,0.5410254286932856,0.851,2.238,83.14,24.85375,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-27,0.27969,4.3083,4308.3,4.3083,179.51250000000002,0.0,638.81,233.55917466830357,0.0,561.559,279.69,0.27969,11.65375,0.0,42.77,15.68442451231822,0.0,37.592999999999996,23.87375,20.64,27.32,2.257770759919578,20.843,26.791999999999998,1.0079166666666668,1.93,0.5338863188444478,0.36100000000000004,1.72,83.09,24.84958333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-28,0.08395,1.40347,1403.47,1.40347,58.477916666666665,0.0,269.49,75.53682476428973,0.0,142.558,83.95,0.08395,3.497916666666667,0.0,17.87,4.8787694271392255,0.0,8.85,22.800416666666667,21.27,24.56,0.7898677884231036,22.038,23.544,0.8329166666666666,1.45,0.3163855540959159,0.501,1.2189999999999999,83.12,24.844166666666666,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-29,0.20203,3.13724,3137.2400000000002,3.1372400000000003,130.71833333333333,0.0,523.51,171.63948052637053,0.0,421.0189999999999,202.03,0.20203,8.417916666666667,0.0,35.06,11.489898391031657,0.0,28.141999999999992,23.45625,20.39,26.08,2.088450252345439,20.559,25.785,0.79625,1.24,0.34397690139841114,0.28,1.17,83.16,24.837083333333336,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-06-30,0.33876,5.2557,5255.7,5.2557,218.98749999999998,0.0,787.68,279.91932394034075,0.0,651.4209999999999,338.76,0.33876,14.115,0.0,51.51,18.57098906312232,0.0,43.114,24.10375,19.97,27.64,2.6448634591205846,20.472,27.022,0.9825,1.66,0.3521517706404689,0.62,1.359,83.2,24.830416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-01,0.34717,5.40865,5408.65,5.40865,225.36041666666665,0.0,807.14,292.7718394702184,0.0,700.098,347.17,0.34717000000000003,14.465416666666668,0.0,52.56,19.297216510062583,0.0,45.92099999999999,24.336250000000003,20.31,28.26,2.767294727472239,20.635,27.779999999999998,1.035,1.66,0.4549820827814805,0.3120000000000001,1.569,83.23,24.820416666666663,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-02,0.33223,5.1404,5140.400000000001,5.1404000000000005,214.18333333333337,0.0,803.02,286.26406083812935,0.0,678.9839999999999,332.23,0.33223,13.842916666666667,0.0,52.73,19.019867296928066,0.0,45.107,24.631249999999998,20.91,28.24,2.362456923922914,21.339,27.748,1.1433333333333333,2.41,0.65649707219233,0.41,2.0839999999999996,83.26,24.810833333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-03,0.34048,5.24953,5249.53,5.24953,218.73041666666666,0.0,721.95,275.04647743970975,0.0,647.121,340.48,0.34048,14.186666666666667,0.0,47.83,18.3663365655914,0.0,43.152,24.78916666666667,20.91,27.69,2.288916426127678,21.254,27.354,1.1454166666666667,2.14,0.45639398661079295,0.5710000000000001,1.769,83.29,24.800416666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-04,0.3537,5.5039299999999995,5503.93,5.50393,229.33041666666668,0.0,821.93,293.73475835358033,0.0,689.943,353.7,0.3537,14.737499999999999,0.0,53.96,19.328329343670426,0.0,44.3,24.9075,21.61,27.94,2.1909324002827435,22.232,27.823999999999998,1.1179166666666667,2.28,0.5815270689177401,0.641,1.909,83.31,24.78708333333333,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-05,0.35675,5.4955,5495.5,5.4955,228.97916666666666,0.0,829.95,296.23065105650755,0.0,707.7069999999999,356.75,0.35675,14.864583333333334,0.0,54.31,19.742665336814312,0.0,47.044999999999995,24.401666666666667,21.58,27.57,2.1675204560825336,21.855,27.259,1.47,2.21,0.4316399465738324,1.03,2.1189999999999998,83.33,24.77416666666667,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-06,0.32941,5.10557,5105.57,5.105569999999999,212.73208333333332,0.0,793.62,277.10870616889946,0.0,659.49,329.41,0.32941000000000004,13.725416666666668,0.0,51.86,18.361803922738673,0.0,43.611999999999995,24.41208333333333,20.27,27.87,2.61693311899165,20.667,27.522,1.0675000000000001,2.07,0.5187547799675011,0.431,1.818,83.35,24.760416666666668,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
2005-07-07,0.3037,4.68242,4682.42,4.6824200000000005,195.10083333333333,0.0,722.05,257.00524626546246,0.0,642.358,303.7,0.30369999999999997,12.654166666666667,0.0,47.55,17.121859640127642,0.0,42.787,24.67,21.99,28.0,1.964520076363381,22.383,27.302,1.1175,2.48,0.6370123881124257,0.4030000000000001,2.1959999999999997,83.36,24.744583333333335,24,1.0,24,1.0,24,1.0,24,1.0,24,1.0
