variable,type,count,non_null,missing_count,mean,median,std,min,25%,75%,max,sum,skew,kurtosis,type,unique_count,top,freq,file,date_column,start,end,inferred_freq
Gb(n)_mean,numeric,366.0,366.0,0.0,184.77221596083788,198.42708333333334,86.84260957784839,0.0,130.41916666666668,252.74,393.8320833333333,67626.63104166667,-0.41503895980039124,-0.6003466186704634,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gb(n)_min,numeric,366.0,366.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gb(n)_max,numeric,366.0,366.0,0.0,629.0039344262295,699.69,238.9318041808905,-0.0,510.03999999999996,808.8175,1182.13,230215.44,-0.9069248106862304,0.003554845671284834,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gb(n)_std_Wm2,numeric,366.0,366.0,0.0,237.6613153493203,259.070085169562,101.76718106492814,0.0,175.01496405047033,317.51162891299725,447.35656067887,86984.04141785123,-0.6221929391671519,-0.4699902196617285,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gb(n)_p10_Wm2,numeric,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gb(n)_p90_Wm2,numeric,366.0,366.0,0.0,538.257262295082,593.3344999999999,237.5987872598358,0.0,389.54474999999985,724.4617499999999,951.994,197002.158,-0.6221430229892952,-0.5709388144472505,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_Whm2,numeric,366.0,366.0,0.0,1555.672513661202,1539.0,457.92390502475,45.35,1190.7375,1871.0124999999998,2787.6,569376.1399999999,0.2858182877167809,-0.026156287094499575,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_kWhm2,numeric,366.0,366.0,0.0,1.5556725136612024,1.5390000000000001,0.45792390502475,0.04535,1.1907375,1.8710125,2.7876,569.3761400000001,0.285818287716778,-0.026156287094500463,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_mean,numeric,366.0,366.0,0.0,64.88271459471767,64.125,19.000798000222176,5.66875,49.809895833333336,77.95885416666667,116.15,23747.073541666665,0.30350076366924567,-0.06349705054843202,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_min,numeric,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_max,numeric,366.0,366.0,0.0,221.63155737704918,214.5,65.34390095345171,45.35,172.6,262.4625,430.1,81117.15,0.5608838229746339,0.0914238289081184,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_std_Wm2,numeric,366.0,366.0,0.0,80.6106999201834,78.82724014112648,21.12080784351521,16.033646263404965,65.27807121857117,93.67349861805941,141.71760152651305,29503.516170787123,0.4171382110939005,0.33952464701353424,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_p10_Wm2,numeric,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
Gd(h)_p90_Wm2,numeric,366.0,366.0,0.0,184.65601092896176,178.95499999999998,50.94038520934635,13.604999999999992,147.67125,216.8275,341.29999999999995,67584.1,0.44234162216825296,0.4498319069610188,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_Whm2,numeric,366.0,366.0,0.0,8958.360546448088,9098.05,823.2182310521839,2762.29,8499.2,9591.5625,10303.6,3278759.96,-1.8550041367230825,9.017054604840936,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_kWhm2,numeric,366.0,366.0,0.0,8.958360546448088,9.09805,0.823218231052184,2.76229,8.4992,9.591562499999998,10.3036,3278.75996,-1.8550041367230812,9.017054604840933,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_mean,numeric,366.0,366.0,0.0,374.1926599499089,379.0854166666667,30.583340168691727,262.4458333333333,354.1333333333334,399.6484375,429.31666666666666,136954.51354166665,-0.7065125044313703,0.16291440103528032,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_min,numeric,366.0,366.0,0.0,354.324781420765,358.1,33.258075485821266,248.1,331.0875,381.75,413.55,129682.87,-0.6538307208722451,0.06147609132364806,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_max,numeric,366.0,366.0,0.0,394.4122950819672,399.825,28.874187708298532,275.75,373.15000000000003,419.2,448.4,144354.9,-0.7086351160158997,0.1771863339427937,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_std_Wm2,numeric,366.0,366.0,0.0,11.732984189287214,11.202735405426196,4.350112094331632,2.521128111881983,9.092556089536126,13.61359614277526,38.67423870136854,4294.2722132791205,1.4070279386492524,4.931262506206694,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_p10_Wm2,numeric,366.0,366.0,0.0,359.58726229508204,363.855,32.57784353883175,249.17,337.16375000000005,384.71,418.67,131608.93800000002,-0.7196883125909921,0.3276164553428691,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
IR(h)_p90_Wm2,numeric,366.0,366.0,0.0,388.63289071038247,393.5825,29.401820880320223,274.33,367.27,414.12375,437.16,142239.63799999998,-0.663994142878602,-0.020264290793869044,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
T2m_mean,numeric,366.0,366.0,0.0,20.439065915300542,21.402291666666667,3.7707279718529465,9.25625,17.467708333333334,23.7259375,25.925833333333333,7480.698124999999,-0.6502495014581395,-0.6124319476819364,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
T2m_min,numeric,366.0,366.0,0.0,17.233333333333334,18.04,3.9576474031975777,3.19,14.145,20.655,23.27,6307.400000000001,-0.6828913714379158,-0.1771474974189542,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
T2m_max,numeric,366.0,366.0,0.0,23.782240437158467,24.81,3.8219162384610694,13.62,21.13,26.895,30.33,8704.3,-0.7308346584837264,-0.43845176426016375,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
T2m_std,numeric,366.0,366.0,0.0,2.212610878515855,2.143677040498291,0.8216100244711844,0.3124331812622069,1.7110350093991102,2.657482034065962,5.388239592464045,809.8155815368029,0.45775847442717216,0.6024826345679526,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
T2m_p10,numeric,366.0,366.0,0.0,17.71841256830601,18.3545,3.921251135502191,3.459,14.5225,21.1655,23.856,6484.939,-0.6892288876185662,-0.17930690613906686,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
T2m_p90,numeric,366.0,366.0,0.0,23.330445355191255,24.5135,3.7966827057628403,13.017,20.5565,26.3295,29.238,8538.943,-0.7383789657273501,-0.4731531887092659,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
RH_mean,numeric,366.0,366.0,0.0,82.55717326958106,83.45,6.331148985167525,61.4625,78.42760416666667,86.87708333333335,97.65625,30215.925416666665,-0.3280734375353864,0.06412554547930549,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
RH_min,numeric,366.0,366.0,0.0,68.95445355191256,69.55,9.451056046046277,36.4,62.275,74.4,96.1,25237.329999999998,-0.07640909170219747,0.19069065418438447,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
RH_max,numeric,366.0,366.0,0.0,93.36950819672131,93.07499999999999,4.675411317771261,74.4,90.1,96.15,100.0,34173.24,-0.9749215870303769,0.8958520104106396,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
RH_std,numeric,366.0,366.0,0.0,8.005337340016512,7.610060054097335,2.911361140846874,1.4515593189814011,6.1409128974816465,9.919797673979716,18.31720453246232,2929.9534664460434,0.4599668494367011,0.31625622063437087,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
RH_p10,numeric,366.0,366.0,0.0,71.42448087431694,72.39,9.509814582604838,39.58,64.755,77.46375,96.1,26141.36,-0.1216708971364393,0.04860831965322454,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
RH_p90,numeric,366.0,366.0,0.0,91.28178961748633,92.7,4.8454390634143545,71.6,88.955,95.22,99.4,33409.134999999995,-0.951498323073002,1.0221787904695816,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WS10m_mean,numeric,366.0,366.0,0.0,1.252192053734062,1.1812500000000001,0.3757157263742643,0.5858333333333333,0.9855208333333333,1.4302083333333333,3.00625,458.30229166666675,1.2125982504169794,2.179883362856991,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WS10m_max,numeric,366.0,366.0,0.0,2.159071038251366,2.07,0.6998181449745581,1.1,1.72,2.41,6.48,790.22,2.6245098091277574,11.664853554305356,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WS10m_std,numeric,366.0,366.0,0.0,0.4886351425959867,0.4518535695007214,0.2003454958085939,0.1493439760700303,0.3624673272990609,0.5913830635085175,1.7191162521498649,178.84046219013115,2.072235496665168,8.644127849929566,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WS10m_p10,numeric,366.0,366.0,0.0,0.6953497267759563,0.641,0.34088322523483094,0.042,0.431,0.86675,1.951,254.498,0.8248161284614332,0.5822311936802778,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WS10m_p90,numeric,366.0,366.0,0.0,1.9276693989071036,1.809,0.6121588722905363,0.9,1.527,2.21,5.578999999999999,705.5269999999999,2.043169174842332,8.19448455466188,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
SP_mean,numeric,366.0,366.0,0.0,95164.70514571949,95195.83333333331,457.57815625560204,92955.41666666669,94903.33333333334,95474.37499999999,96377.08333333331,34830282.083333336,-0.983246697293621,3.0500647580306417,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WD10m_circmean,numeric,366.0,366.0,0.0,171.88906824607406,170.0116436097441,137.70150977027478,0.9325978410414564,21.717388805947184,331.059594541229,359.5357743207516,62911.39897806311,0.09377135245477193,-1.625461976848744,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WD10m_circstd_deg,numeric,366.0,366.0,0.0,52.059105059924306,47.339393791886415,27.844088434707594,5.727862788682431,29.56131295127697,72.04198499091568,128.7282026016073,19053.632451932295,0.4428544157978349,-0.5895670219824356,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
n_obs_G(h),numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
valid_frac_G(h),numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
n_obs_T2m,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
valid_frac_T2m,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
n_obs_RH,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
valid_frac_RH,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
n_obs_WS10m,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
valid_frac_WS10m,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
n_obs_WD10m,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
valid_frac_WD10m,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
n_obs_SP,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
valid_frac_SP,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
date,,,,,,,,,,,,,,,categorical,366.0,2006-01-01,1.0,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
WD10m_mode_sector,,,,,,,,,,,,,,,categorical,8.0,NE,105.0,tmy_24.148_120.703_2005_2023[UTC+8][daily].csv,date,2005-01-01,2006-01-01,D
