variable,type,count,non_null,missing_count,mean,median,std,min,25%,75%,max,sum,skew,kurtosis,type,unique_count,top,freq,file,date_column,start,end,inferred_freq
P_normalized_0_1_Wh_Wh,numeric,366.0,366.0,0.0,263.3405949712357,278.0986823379711,86.40233681740646,0.0,217.88094161769382,325.51860967401683,435.4730691312137,96382.65775947226,-0.7838983937019455,0.1732987112505353,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_kWh,numeric,366.0,366.0,0.0,0.2633405949712357,0.2780986823379711,0.08640233681740647,0.0,0.21788094161769384,0.3255186096740168,0.4354730691312137,96.38265775947227,-0.7838983937019463,0.17329871125053664,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_mean,numeric,366.0,366.0,0.0,10.992892966580213,11.587445097415465,3.643262050276455,0.0,9.07837256740391,13.563275403084035,22.364257371038224,4023.3988257683577,-0.6924910917623035,0.30229830498365207,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_min,numeric,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_max,numeric,366.0,366.0,0.0,40.4805206128687,42.844944497463466,11.556646198878376,0.0,36.06199876102935,48.7572622097209,62.92798901669262,14815.870544309944,-1.0884586453731553,1.0771750236021163,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_std,numeric,366.0,366.0,0.0,14.957530288783694,15.549166025473525,4.723161524065367,0.0,12.964852635999264,18.34401016767256,24.1749830390064,5474.456085694832,-0.8206449222199595,0.3822470531947566,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_p10,numeric,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
P_normalized_0_1_Wh_p90,numeric,366.0,366.0,0.0,35.08513828996616,36.79449830060106,11.510393971666884,0.0,29.96320759455523,43.35267132117802,57.710080867949166,12841.160614127613,-0.797039635183762,0.19306204500369972,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
T2m_mean,numeric,366.0,366.0,0.0,20.09900159380692,21.68208333333333,4.160418288308553,8.766666666666667,16.866770833333334,23.57239583333333,25.62333333333333,7356.234583333333,-0.761033338017002,-0.5441406907905142,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
T2m_min,numeric,366.0,366.0,0.0,16.818989071038253,18.26,4.443560193628616,1.77,13.49,20.51,23.31,6155.75,-0.798729704974235,-0.10792970286421388,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
T2m_max,numeric,366.0,366.0,0.0,23.520628415300543,24.955,4.140605460148916,11.09,20.665,26.8275,30.3,8608.55,-0.8664284035164013,-0.2342748684309246,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
T2m_std,numeric,366.0,366.0,0.0,2.2815121033351926,2.1741426636431838,0.8627341589529828,0.3317211920805835,1.719092782587644,2.729421851059038,5.245385118009152,835.0334298206806,0.6288382543051778,0.6838814543907525,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
T2m_p10,numeric,366.0,366.0,0.0,17.28851912568306,18.718,4.431680476392526,1.913,14.045,21.0,23.565,6327.598,-0.7947035307134047,-0.14643612772141656,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
T2m_p90,numeric,366.0,366.0,0.0,23.09531147540984,24.5425,4.118734665547542,10.401,20.304000000000002,26.3785,29.276,8452.884000000002,-0.8643374041132518,-0.24434120659700165,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
WS10m_mean,numeric,366.0,366.0,0.0,1.2737562613843352,1.1575,0.4889595521798091,0.6845833333333333,0.9909374999999999,1.443125,4.9158333333333335,466.1947916666667,3.5736078373406044,20.294817068683045,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
WS10m_max,numeric,366.0,366.0,0.0,2.1868852459016392,2.0,0.8349027491235426,1.1,1.79,2.41,8.97,800.4,4.205944755163951,26.306870289505397,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
WS10m_std,numeric,366.0,366.0,0.0,0.5019341169294643,0.45667930480164043,0.23977699974462693,0.1871482207282215,0.3714156597035181,0.5628349420066726,2.6533588229785776,183.70788679618394,4.688555559728584,34.727694811593864,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
WS10m_p10,numeric,366.0,366.0,0.0,0.6978551912568307,0.6305000000000001,0.37881736418930584,0.07,0.44675,0.872,3.853,255.41500000000002,2.4052531457628774,14.388478426206662,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
WS10m_p90,numeric,366.0,366.0,0.0,1.9542677595628417,1.79,0.7557591697286505,1.012,1.548,2.16275,8.42,715.2620000000001,3.970315928328868,24.347452041697984,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
H_sun_max,numeric,366.0,366.0,0.0,64.58590163934427,65.935,15.450735022854515,0.0,49.705,80.455,83.92,23638.440000000002,-0.3007119193880973,-0.7956304733214647,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
H_sun_mean,numeric,366.0,366.0,0.0,18.637204576502732,19.137708333333332,4.895752501871356,0.0,13.933333333333334,23.546666666666667,24.864166666666662,6821.216875,-0.27479110804605106,-1.00965050564057,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_P,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_P,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_P_mapped_Wh,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_P_mapped_Wh,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_P_normalized_0_1_Wh,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_P_normalized_0_1_Wh,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_G(i),numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_G(i),numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_T2m,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_T2m,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_WS10m,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_WS10m,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
n_obs_H_sun,numeric,366.0,366.0,0.0,23.934426229508198,24.0,0.9340238909094243,8.0,24.0,24.0,24.0,8760.0,-15.366366622630322,247.39627465402268,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
valid_frac_H_sun,numeric,366.0,366.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,366.0,0.0,0.0,,,,,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
date,,,,,,,,,,,,,,,categorical,366.0,2006-01-01,1.0,Timeseries_24.148_120.703_E5_0kWp_crystSi_25_35deg_1deg_2005_2005[UTC+8][daily][scaled].csv,date,2005-01-01,2006-01-01,D
