time,P,G(i),H_sun,T2m,WS10m,Int,P_Wh_min_max_scaled,P_max_normalization,P_wh_max_scaled
2005-02-08 01:00:00,47.9,705.76,34.44,20.57,1.03,0.0,0.7611875216176666,0.6372222961287748,0.7611875216176666
2005-02-08 02:00:00,60.65,914.64,43.67,21.72,1.59,0.0,0.9638000665158972,0.8068378342423839,0.9638000665158972
2005-02-08 03:00:00,65.79,1002.23,49.56,22.45,1.93,0.0,1.0454807316748704,0.8752161766662233,1.0454807316748704
2005-02-08 04:00:00,65.53,997.93,50.59,22.76,2.0,0.0,1.0413490248769455,0.8717573500066516,1.0413490248769455
2005-02-08 05:00:00,55.16,820.77,46.41,22.93,2.07,0.0,0.8765574883597178,0.7338033790075827,0.8765574883597178
2005-02-08 06:00:00,50.57,745.11,38.27,22.56,2.07,0.0,0.8036169721963549,0.6727417852866835,0.8036169721963549
2005-02-08 07:00:00,35.44,512.43,27.71,21.98,2.21,0.0,0.5631834189171211,0.4714646800585339,0.5631834189171211
2005-02-08 08:00:00,19.31,288.53,15.77,20.93,1.86,0.0,0.3068586856458693,0.2568843953704935,0.3068586856458693
2005-02-08 09:00:00,3.1,68.91,3.03,19.88,1.45,0.0,0.049262657975256086,0.041239856325661836,0.049262657975256086
2005-02-08 10:00:00,0.0,0.0,0.0,18.57,1.1,0.0,0.0,0.0,0.0
2005-02-08 11:00:00,0.0,0.0,0.0,17.82,0.97,0.0,0.0,0.0,0.0
2005-02-08 12:00:00,0.0,0.0,0.0,17.47,0.9,0.0,0.0,0.0,0.0
2005-02-08 13:00:00,0.0,0.0,0.0,17.14,0.9,0.0,0.0,0.0,0.0
2005-02-08 14:00:00,0.0,0.0,0.0,16.94,0.83,0.0,0.0,0.0,0.0
2005-02-08 15:00:00,0.0,0.0,0.0,17.1,0.76,0.0,0.0,0.0,0.0
2005-02-08 16:00:00,0.0,0.0,0.0,16.86,0.76,0.0,0.0,0.0,0.0
2005-02-08 17:00:00,0.0,0.0,0.0,16.26,0.9,0.0,0.0,0.0,0.0
2005-02-08 18:00:00,0.0,0.0,0.0,16.09,0.9,0.0,0.0,0.0,0.0
2005-02-08 19:00:00,0.0,0.0,0.0,14.79,1.17,0.0,0.0,0.0,0.0
2005-02-08 20:00:00,0.0,0.0,0.0,14.45,1.24,0.0,0.0,0.0,0.0
2005-02-08 21:00:00,0.0,0.0,0.0,14.24,1.24,0.0,0.0,0.0,0.0
2005-02-08 22:00:00,0.0,0.0,-1.99,13.8,1.24,0.0,0.0,0.0,0.0
2005-02-08 23:00:00,12.7,196.31,10.96,13.4,1.17,0.0,0.20181798589862973,0.1689503791406146,0.20181798589862973
2005-02-09 00:00:00,32.63,468.96,23.43,16.49,0.55,0.0,0.5185292031395504,0.43408274577624056,0.5185292031395504
2005-02-09 01:00:00,47.93,704.89,34.65,20.03,0.97,0.0,0.7616642570174271,0.6376213915125715,0.7616642570174271
2005-02-09 02:00:00,59.63,891.57,43.93,20.94,1.66,0.0,0.9475910629240387,0.7932685911932952,0.9475910629240387
2005-02-09 03:00:00,62.9,947.81,49.87,21.63,1.93,0.0,0.9995552214979379,0.8367699880271384,0.9995552214979379
2005-02-09 04:00:00,60.69,913.23,50.91,21.95,1.86,0.0,0.9644357137155779,0.8073699614207795,0.9644357137155779
2005-02-09 05:00:00,51.59,761.54,46.7,22.08,1.93,0.0,0.8198259757882134,0.6863110283357723,0.8198259757882134
2005-02-09 06:00:00,35.85,517.22,38.52,21.51,2.0,0.0,0.5696988027138487,0.4769189836370893,0.5696988027138487
2005-02-09 07:00:00,28.37,408.79,27.92,20.76,1.86,0.0,0.4508327763735533,0.37741120127710526,0.4508327763735533
2005-02-09 08:00:00,15.95,240.57,15.95,20.23,1.45,0.0,0.25346432087268855,0.21218571238526007,0.25346432087268855
2005-02-09 09:00:00,2.69,61.73,3.18,19.42,1.1,0.0,0.042747274178528666,0.035785552747106555,0.042747274178528666
2005-02-09 10:00:00,0.0,0.0,0.0,18.18,0.76,0.0,0.0,0.0,0.0
2005-02-09 11:00:00,0.0,0.0,0.0,17.56,0.55,0.0,0.0,0.0,0.0
2005-02-09 12:00:00,0.0,0.0,0.0,17.35,0.48,0.0,0.0,0.0,0.0
2005-02-09 13:00:00,0.0,0.0,0.0,17.33,0.62,0.0,0.0,0.0,0.0
2005-02-09 14:00:00,0.0,0.0,0.0,17.28,0.69,0.0,0.0,0.0,0.0
2005-02-09 15:00:00,0.0,0.0,0.0,16.65,0.9,0.0,0.0,0.0,0.0
2005-02-09 16:00:00,0.0,0.0,0.0,16.27,1.03,0.0,0.0,0.0,0.0
2005-02-09 17:00:00,0.0,0.0,0.0,16.16,1.1,0.0,0.0,0.0,0.0
2005-02-09 18:00:00,0.0,0.0,0.0,16.14,1.03,0.0,0.0,0.0,0.0
2005-02-09 19:00:00,0.0,0.0,0.0,15.96,1.1,0.0,0.0,0.0,0.0
2005-02-09 20:00:00,0.0,0.0,0.0,15.4,1.17,0.0,0.0,0.0,0.0
2005-02-09 21:00:00,0.0,0.0,0.0,14.57,1.38,0.0,0.0,0.0,0.0
2005-02-09 22:00:00,0.0,0.0,-1.88,14.36,1.52,0.0,0.0,0.0,0.0
2005-02-09 23:00:00,11.61,181.73,11.1,14.21,1.45,0.0,0.18449659970733,0.1544499135293335,0.18449659970733
2005-02-10 00:00:00,24.05,343.99,23.61,16.63,1.31,0.0,0.3821828788080351,0.3199414660103765,0.3821828788080351
2005-02-10 01:00:00,35.0,496.82,34.87,18.54,1.93,0.0,0.5561912997206332,0.465611281096182,0.5561912997206332
2005-02-10 02:00:00,46.03,658.47,44.19,19.12,2.34,0.0,0.7314710150325928,0.6123453505387788,0.7314710150325928
2005-02-10 03:00:00,56.86,829.31,50.18,19.8,2.41,0.0,0.9035724943461486,0.7564187840893973,0.9035724943461486
2005-02-10 04:00:00,57.0,834.38,51.23,20.61,2.41,0.0,0.9057972595450312,0.758281229213782,0.9057972595450312
2005-02-10 05:00:00,47.82,689.61,47.0,20.87,2.55,0.0,0.7599162272183052,0.6361580417719835,0.7599162272183052
2005-02-10 06:00:00,39.23,557.59,38.77,20.2,2.83,0.0,0.6234109910868696,0.5218837302115205,0.6234109910868696
2005-02-10 07:00:00,29.46,419.52,28.13,19.71,2.69,0.0,0.4681541625648529,0.3919116668883863,0.4681541625648529
2005-02-10 08:00:00,16.7,248.96,16.13,19.14,2.55,0.0,0.2653827058667021,0.22216309698017825,0.2653827058667021
2005-02-10 09:00:00,3.08,68.14,3.33,18.0,2.41,0.0,0.048944834375415726,0.04097379273646402,0.048944834375415726
2005-02-10 10:00:00,0.0,0.0,0.0,16.74,2.07,0.0,0.0,0.0,0.0
2005-02-10 11:00:00,0.0,0.0,0.0,16.04,1.66,0.0,0.0,0.0,0.0
2005-02-10 12:00:00,0.0,0.0,0.0,16.04,1.59,0.0,0.0,0.0,0.0
2005-02-10 13:00:00,0.0,0.0,0.0,16.08,1.45,0.0,0.0,0.0,0.0
2005-02-10 14:00:00,0.0,0.0,0.0,16.08,1.31,0.0,0.0,0.0,0.0
2005-02-10 15:00:00,0.0,0.0,0.0,16.09,1.31,0.0,0.0,0.0,0.0
2005-02-10 16:00:00,0.0,0.0,0.0,16.02,1.17,0.0,0.0,0.0,0.0
2005-02-10 17:00:00,0.0,0.0,0.0,15.68,1.52,0.0,0.0,0.0,0.0
2005-02-10 18:00:00,0.0,0.0,0.0,15.32,1.52,0.0,0.0,0.0,0.0
2005-02-10 19:00:00,0.0,0.0,0.0,15.14,1.45,0.0,0.0,0.0,0.0
2005-02-10 20:00:00,0.0,0.0,0.0,14.57,1.38,0.0,0.0,0.0,0.0
2005-02-10 21:00:00,0.0,0.0,0.0,14.21,1.52,0.0,0.0,0.0,0.0
2005-02-10 22:00:00,0.0,0.0,-1.75,13.84,1.45,0.0,0.0,0.0,0.0
2005-02-10 23:00:00,8.59,138.55,11.25,13.66,1.31,0.0,0.1365052361314354,0.11427431156046294,0.1365052361314354
2005-02-11 00:00:00,23.26,331.23,23.79,15.32,1.03,0.0,0.3696288466143408,0.30943195423706266,0.3696288466143408
2005-02-11 01:00:00,39.08,554.17,35.09,17.11,1.45,0.0,0.6210273140880669,0.5198882532925369,0.6210273140880669
2005-02-11 02:00:00,51.34,736.67,44.46,17.94,2.21,0.0,0.8158531807902089,0.6829852334707995,0.8158531807902089
2005-02-11 03:00:00,42.64,605.16,50.49,18.81,2.48,0.0,0.6775999148596513,0.5672475721697485,0.6775999148596513
2005-02-11 04:00:00,55.16,794.72,51.56,18.6,2.62,0.0,0.8765574883597178,0.7338033790075827,0.8765574883597178
2005-02-11 05:00:00,48.26,688.96,47.29,19.12,2.69,0.0,0.766908346414793,0.6420114407343355,0.766908346414793
2005-02-11 06:00:00,39.65,560.86,39.02,18.87,2.62,0.0,0.6300852866835173,0.5274710655846747,0.6300852866835173
2005-02-11 07:00:00,26.88,382.51,28.34,18.8,2.21,0.0,0.42715491818544626,0.35758946388186774,0.42715491818544626
2005-02-11 08:00:00,9.36,147.03,16.3,18.15,2.14,0.0,0.14874144472528933,0.12451775974457895,0.14874144472528933
2005-02-11 09:00:00,1.65,42.78,3.49,17.18,1.59,0.0,0.02622044698682985,0.021950246108820005,0.02622044698682985
2005-02-11 10:00:00,0.0,0.0,0.0,16.28,1.38,0.0,0.0,0.0,0.0
2005-02-11 11:00:00,0.0,0.0,0.0,15.79,1.03,0.0,0.0,0.0,0.0
2005-02-11 12:00:00,0.0,0.0,0.0,15.5,0.83,0.0,0.0,0.0,0.0
2005-02-11 13:00:00,0.0,0.0,0.0,15.53,0.62,0.0,0.0,0.0,0.0
2005-02-11 14:00:00,0.0,0.0,0.0,15.23,0.55,0.0,0.0,0.0,0.0
2005-02-11 15:00:00,0.0,0.0,0.0,15.2,0.55,0.0,0.0,0.0,0.0
2005-02-11 16:00:00,0.0,0.0,0.0,15.32,0.55,0.0,0.0,0.0,0.0
2005-02-11 17:00:00,0.0,0.0,0.0,14.78,0.69,0.0,0.0,0.0,0.0
2005-02-11 18:00:00,0.0,0.0,0.0,14.47,0.76,0.0,0.0,0.0,0.0
2005-02-11 19:00:00,0.0,0.0,0.0,14.13,0.97,0.0,0.0,0.0,0.0
2005-02-11 20:00:00,0.0,0.0,0.0,14.1,0.83,0.0,0.0,0.0,0.0
2005-02-11 21:00:00,0.0,0.0,0.0,14.46,0.69,0.0,0.0,0.0,0.0
2005-02-11 22:00:00,0.0,0.0,-1.62,13.67,1.17,0.0,0.0,0.0,0.0
2005-02-11 23:00:00,9.79,156.07,11.4,13.96,1.24,0.0,0.1555746521218571,0.13023812691233203,0.1555746521218571
2005-02-12 00:00:00,26.64,379.37,23.97,15.63,0.97,0.0,0.4233410349873619,0.35439670081149394,0.4233410349873619
2005-02-12 01:00:00,39.11,555.04,35.32,17.19,1.59,0.0,0.6215040494878276,0.5202873486763336,0.6215040494878276
2005-02-12 02:00:00,55.78,807.4,44.74,18.05,2.14,0.0,0.8864100199547691,0.7420513502727152,0.8864100199547691
2005-02-12 03:00:00,63.59,933.11,50.81,18.84,2.62,0.0,1.0105201356924305,0.8459491818544632,1.0105201356924305
2005-02-12 04:00:00,63.58,937.45,51.89,19.36,2.62,0.0,1.0103612238925102,0.8458161500598642,1.0103612238925102
2005-02-12 05:00:00,59.36,869.73,47.59,19.75,2.48,0.0,0.9433004443261939,0.7896767327391246,0.9433004443261939
2005-02-12 06:00:00,47.92,687.79,39.27,19.79,2.55,0.0,0.7615053452175069,0.6374883597179726,0.7615053452175069
2005-02-12 07:00:00,36.72,521.35,28.55,18.87,2.69,0.0,0.5835241293069042,0.4884927497671943,0.5835241293069042
2005-02-12 08:00:00,18.61,274.25,16.48,18.27,2.69,0.0,0.2957348596514566,0.24757216974856988,0.2957348596514566
2005-02-12 09:00:00,3.64,77.57,3.64,17.25,2.28,0.0,0.057843895170945854,0.048423573234002926,0.057843895170945854
2005-02-12 10:00:00,0.0,0.0,0.0,16.15,1.59,0.0,0.0,0.0,0.0
2005-02-12 11:00:00,0.0,0.0,0.0,15.74,1.38,0.0,0.0,0.0,0.0
2005-02-12 12:00:00,0.0,0.0,0.0,15.37,1.52,0.0,0.0,0.0,0.0
2005-02-12 13:00:00,0.0,0.0,0.0,14.87,1.52,0.0,0.0,0.0,0.0
2005-02-12 14:00:00,0.0,0.0,0.0,14.18,1.45,0.0,0.0,0.0,0.0
2005-02-12 15:00:00,0.0,0.0,0.0,13.88,1.24,0.0,0.0,0.0,0.0
2005-02-12 16:00:00,0.0,0.0,0.0,14.06,1.17,0.0,0.0,0.0,0.0
2005-02-12 17:00:00,0.0,0.0,0.0,14.35,1.03,0.0,0.0,0.0,0.0
2005-02-12 18:00:00,0.0,0.0,0.0,13.44,1.24,0.0,0.0,0.0,0.0
2005-02-12 19:00:00,0.0,0.0,0.0,11.52,1.59,0.0,0.0,0.0,0.0
2005-02-12 20:00:00,0.0,0.0,0.0,11.09,1.66,0.0,0.0,0.0,0.0
2005-02-12 21:00:00,0.0,0.0,0.0,10.79,1.66,0.0,0.0,0.0,0.0
2005-02-12 22:00:00,0.0,0.0,-1.49,10.68,1.72,0.0,0.0,0.0,0.0
2005-02-12 23:00:00,14.73,222.36,11.55,10.65,1.72,0.0,0.23407708128242646,0.19595583344419315,0.23407708128242646
2005-02-13 00:00:00,35.06,496.7,24.16,14.39,1.1,0.0,0.5571447705201543,0.46640947186377546,0.5571447705201543
2005-02-13 01:00:00,48.91,713.48,35.54,19.37,1.38,0.0,0.7772376134096048,0.6506585073832646,0.7772376134096048
2005-02-13 02:00:00,60.03,892.84,45.01,20.5,1.86,0.0,0.953947534920846,0.7985898629772515,0.953947534920846
2005-02-13 03:00:00,64.82,977.35,51.13,21.3,2.0,0.0,1.0300662870826127,0.862312092590129,1.0300662870826127
2005-02-13 04:00:00,60.35,903.59,52.22,21.95,2.0,0.0,0.9590327125182918,0.8028468804044167,0.9590327125182918
2005-02-13 05:00:00,61.71,929.52,47.89,22.21,1.93,0.0,0.9806447173074365,0.8209392044698683,0.9806447173074365
2005-02-13 06:00:00,51.16,754.02,39.52,22.33,2.0,0.0,0.8129927683916456,0.6805906611680191,0.8129927683916456
2005-02-13 07:00:00,38.67,559.22,28.75,21.59,2.21,0.0,0.6145119302913395,0.5144339497139816,0.6145119302913395
2005-02-13 08:00:00,17.16,257.77,16.65,20.71,2.14,0.0,0.27269264866303045,0.22828255953172807,0.27269264866303045
2005-02-13 09:00:00,3.83,81.49,3.78,19.21,1.93,0.0,0.06086321936942929,0.0509511773313822,0.06086321936942929
2005-02-13 10:00:00,0.0,0.0,0.0,17.76,1.52,0.0,0.0,0.0,0.0
2005-02-13 11:00:00,0.0,0.0,0.0,16.62,1.24,0.0,0.0,0.0,0.0
2005-02-13 12:00:00,0.0,0.0,0.0,15.88,1.24,0.0,0.0,0.0,0.0
2005-02-13 13:00:00,0.0,0.0,0.0,15.12,1.31,0.0,0.0,0.0,0.0
2005-02-13 14:00:00,0.0,0.0,0.0,14.37,1.31,0.0,0.0,0.0,0.0
2005-02-13 15:00:00,0.0,0.0,0.0,13.41,1.38,0.0,0.0,0.0,0.0
2005-02-13 16:00:00,0.0,0.0,0.0,12.6,1.38,0.0,0.0,0.0,0.0
2005-02-13 17:00:00,0.0,0.0,0.0,12.26,1.31,0.0,0.0,0.0,0.0
2005-02-13 18:00:00,0.0,0.0,0.0,12.1,1.31,0.0,0.0,0.0,0.0
2005-02-13 19:00:00,0.0,0.0,0.0,12.66,1.24,0.0,0.0,0.0,0.0
2005-02-13 20:00:00,0.0,0.0,0.0,12.73,1.1,0.0,0.0,0.0,0.0
2005-02-13 21:00:00,0.0,0.0,0.0,12.86,1.03,0.0,0.0,0.0,0.0
2005-02-13 22:00:00,0.0,0.0,-1.36,12.44,1.03,0.0,0.0,0.0,0.0
2005-02-13 23:00:00,13.62,209.13,11.71,12.52,0.97,0.0,0.2164378714912864,0.18118930424371424,0.2164378714912864
2005-02-14 00:00:00,31.51,449.48,24.35,15.22,0.62,0.0,0.5007310815484901,0.41918318478116273,0.5007310815484901
2005-02-14 01:00:00,42.4,616.29,35.78,19.22,0.83,0.0,0.673786031661567,0.5640548090993747,0.673786031661567
2005-02-14 02:00:00,56.32,843.68,45.3,20.41,1.03,0.0,0.8949912571504589,0.7492350671810563,0.8949912571504589
2005-02-14 03:00:00,62.81,957.89,51.46,21.71,1.31,0.0,0.9981250152986563,0.8355727018757483,0.9981250152986563
2005-02-14 04:00:00,64.57,987.2,52.56,22.54,1.66,0.0,1.026093492084608,0.8589862977251562,1.026093492084608
2005-02-14 05:00:00,60.7,916.42,48.19,22.84,1.86,0.0,0.9645946255154981,0.8075029932153784,0.9645946255154981
2005-02-14 06:00:00,52.69,782.49,39.77,22.67,1.79,0.0,0.8373062737794332,0.7009445257416522,0.8373062737794332
2005-02-14 07:00:00,37.24,542.43,28.96,22.46,1.79,0.0,0.5917875429027537,0.49541040308633766,0.5917875429027537
2005-02-14 08:00:00,19.79,296.81,16.82,21.56,1.59,0.0,0.314486452042038,0.2632699215112412,0.314486452042038
2005-02-14 09:00:00,3.9,82.84,3.93,20.26,1.45,0.0,0.06197560196887056,0.051882399893574564,0.06197560196887056
2005-02-14 10:00:00,0.0,0.0,0.0,18.72,0.76,0.0,0.0,0.0,0.0
2005-02-14 11:00:00,0.0,0.0,0.0,17.67,0.41,0.0,0.0,0.0,0.0
2005-02-14 12:00:00,0.0,0.0,0.0,16.69,0.83,0.0,0.0,0.0,0.0
2005-02-14 13:00:00,0.0,0.0,0.0,16.5,0.9,0.0,0.0,0.0,0.0
2005-02-14 14:00:00,0.0,0.0,0.0,15.74,1.03,0.0,0.0,0.0,0.0
2005-02-14 15:00:00,0.0,0.0,0.0,15.27,1.03,0.0,0.0,0.0,0.0
2005-02-14 16:00:00,0.0,0.0,0.0,14.74,1.03,0.0,0.0,0.0,0.0
2005-02-14 17:00:00,0.0,0.0,0.0,13.89,1.17,0.0,0.0,0.0,0.0
2005-02-14 18:00:00,0.0,0.0,0.0,13.38,1.24,0.0,0.0,0.0,0.0
2005-02-14 19:00:00,0.0,0.0,0.0,13.61,1.17,0.0,0.0,0.0,0.0
2005-02-14 20:00:00,0.0,0.0,0.0,12.93,1.38,0.0,0.0,0.0,0.0
2005-02-14 21:00:00,0.0,0.0,0.0,12.27,1.52,0.0,0.0,0.0,0.0
2005-02-14 22:00:00,0.0,0.0,-1.21,11.74,1.72,0.0,0.0,0.0,0.0
2005-02-14 23:00:00,15.18,229.99,11.87,11.89,1.79,0.0,0.24122811227883462,0.20194226420114406,0.24122811227883462
2005-02-15 00:00:00,33.91,486.18,24.55,16.38,0.83,0.0,0.5388699135293334,0.45111081548490084,0.5388699135293334
2005-02-15 01:00:00,49.19,742.67,36.01,21.41,0.21,0.0,0.7816871438073699,0.654383397632034,0.7816871438073699
2005-02-15 02:00:00,57.6,882.05,45.58,23.13,0.9,0.0,0.915331967540242,0.7662631368897166,0.915331967540242
2005-02-15 03:00:00,64.21,993.42,51.79,24.05,1.45,0.0,1.0203726672874815,0.8541971531195954,1.0203726672874815
2005-02-15 04:00:00,66.16,1021.02,52.9,24.73,2.0,0.0,1.0513604682719169,0.8801383530663828,1.0513604682719169
2005-02-15 05:00:00,59.55,900.38,48.5,25.0,2.34,0.0,0.9463197685246773,0.7922043368365038,0.9463197685246773
2005-02-15 06:00:00,52.26,777.45,40.02,24.82,2.41,0.0,0.8304730663828653,0.6952241585738991,0.8304730663828653
2005-02-15 07:00:00,35.54,519.3,29.17,23.59,1.93,0.0,0.564772536916323,0.47279499800452307,0.564772536916323
2005-02-15 08:00:00,18.67,282.55,16.99,22.74,1.45,0.0,0.29668833045097776,0.24837036051616337,0.29668833045097776
2005-02-15 09:00:00,3.57,77.67,4.08,21.82,0.69,0.0,0.056731512571504585,0.04749235067181056,0.056731512571504585
2005-02-15 10:00:00,0.0,0.0,0.0,21.03,0.9,0.0,0.0,0.0,0.0
2005-02-15 11:00:00,0.0,0.0,0.0,19.62,1.24,0.0,0.0,0.0,0.0
2005-02-15 12:00:00,0.0,0.0,0.0,19.01,0.97,0.0,0.0,0.0,0.0
2005-02-15 13:00:00,0.0,0.0,0.0,19.52,0.76,0.0,0.0,0.0,0.0
2005-02-15 14:00:00,0.0,0.0,0.0,19.27,0.97,0.0,0.0,0.0,0.0
2005-02-15 15:00:00,0.0,0.0,0.0,17.56,1.24,0.0,0.0,0.0,0.0
2005-02-15 16:00:00,0.0,0.0,0.0,16.85,1.31,0.0,0.0,0.0,0.0
2005-02-15 17:00:00,0.0,0.0,0.0,16.61,1.24,0.0,0.0,0.0,0.0
2005-02-15 18:00:00,0.0,0.0,0.0,16.25,1.31,0.0,0.0,0.0,0.0
2005-02-15 19:00:00,0.0,0.0,0.0,16.12,1.24,0.0,0.0,0.0,0.0
2005-02-15 20:00:00,0.0,0.0,0.0,15.32,1.45,0.0,0.0,0.0,0.0
2005-02-15 21:00:00,0.0,0.0,0.0,14.57,1.66,0.0,0.0,0.0,0.0
2005-02-15 22:00:00,0.0,0.0,-1.07,13.69,1.86,0.0,0.0,0.0,0.0
2005-02-15 23:00:00,15.3,232.64,12.04,13.05,1.86,0.0,0.24313505387787682,0.203538645736331,0.24313505387787682
2005-02-16 00:00:00,34.44,493.76,24.75,16.72,1.03,0.0,0.547292238925103,0.458161500598643,0.547292238925103
2005-02-16 01:00:00,48.7,733.21,36.25,21.97,0.41,0.0,0.773900465611281,0.6478648396966875,0.773900465611281
2005-02-16 02:00:00,60.47,924.34,45.87,23.39,1.38,0.0,0.9609396541173341,0.8044432619396036,0.9609396541173341
2005-02-16 03:00:00,66.43,1027.11,52.12,24.18,1.79,0.0,1.055651086869762,0.8837302115205535,1.055651086869762
2005-02-16 04:00:00,66.48,1024.05,53.24,24.78,2.14,0.0,1.0564456458693627,0.884395370493548,1.0564456458693627
2005-02-16 05:00:00,62.65,954.54,48.8,24.99,2.28,0.0,0.9955824264999333,0.8334441931621657,0.9955824264999333
2005-02-16 06:00:00,51.23,762.95,40.27,24.98,2.28,0.0,0.8141051509910868,0.6815218837302115,0.8141051509910868
2005-02-16 07:00:00,29.3,427.75,29.37,24.2,2.41,0.0,0.4656115737661301,0.3897831581748038,0.4656115737661301
2005-02-16 08:00:00,19.11,288.87,17.16,23.09,1.86,0.0,0.3036804496474657,0.25422375947851533,0.3036804496474657
2005-02-16 09:00:00,4.11,86.98,4.22,22.05,1.24,0.0,0.06531274976719435,0.05467606758015166,0.06531274976719435
2005-02-16 10:00:00,0.0,0.0,0.0,20.57,0.9,0.0,0.0,0.0,0.0
2005-02-16 11:00:00,0.0,0.0,0.0,19.08,0.69,0.0,0.0,0.0,0.0
2005-02-16 12:00:00,0.0,0.0,0.0,17.51,1.1,0.0,0.0,0.0,0.0
2005-02-16 13:00:00,0.0,0.0,0.0,16.99,1.31,0.0,0.0,0.0,0.0
2005-02-16 14:00:00,0.0,0.0,0.0,16.22,1.31,0.0,0.0,0.0,0.0
2005-02-16 15:00:00,0.0,0.0,0.0,15.67,1.45,0.0,0.0,0.0,0.0
2005-02-16 16:00:00,0.0,0.0,0.0,15.36,1.52,0.0,0.0,0.0,0.0
2005-02-16 17:00:00,0.0,0.0,0.0,15.03,1.52,0.0,0.0,0.0,0.0
2005-02-16 18:00:00,0.0,0.0,0.0,14.65,1.59,0.0,0.0,0.0,0.0
2005-02-16 19:00:00,0.0,0.0,0.0,14.45,1.66,0.0,0.0,0.0,0.0
2005-02-16 20:00:00,0.0,0.0,0.0,14.06,1.59,0.0,0.0,0.0,0.0
2005-02-16 21:00:00,0.0,0.0,0.0,14.38,1.59,0.0,0.0,0.0,0.0
2005-02-16 22:00:00,0.0,0.0,-0.92,14.59,1.59,0.0,0.0,0.0,0.0
2005-02-16 23:00:00,13.59,210.16,12.21,14.61,1.59,0.0,0.21596113609152584,0.1807902088599175,0.21596113609152584
2005-02-17 00:00:00,31.72,459.6,24.95,18.32,0.62,0.0,0.5040682293468138,0.42197685246773975,0.5040682293468138
2005-02-17 01:00:00,45.65,679.75,36.5,21.56,0.48,0.0,0.7254323666356259,0.6072901423440202,0.7254323666356259
2005-02-17 02:00:00,57.02,867.01,46.17,22.71,1.03,0.0,0.9061150831448717,0.7585472928029799,0.9061150831448717
2005-02-17 03:00:00,59.94,914.86,52.46,23.55,1.45,0.0,0.9525173287215642,0.7973925768258613,0.9525173287215642
2005-02-17 04:00:00,53.35,798.65,53.58,23.89,1.72,0.0,0.8477944525741652,0.7097246241851802,0.8477944525741652
2005-02-17 05:00:00,52.24,777.08,49.1,23.63,1.93,0.0,0.8301552427830252,0.6949580949847014,0.8301552427830252
2005-02-17 06:00:00,47.54,702.44,40.52,23.26,1.72,0.0,0.75546669682054,0.632433151523214,0.75546669682054
2005-02-17 07:00:00,38.48,565.51,29.57,22.87,1.31,0.0,0.611492606092856,0.5119063456166023,0.611492606092856
2005-02-17 08:00:00,18.27,276.27,17.33,22.39,1.45,0.0,0.29033185845417053,0.24304908873220699,0.29033185845417053
2005-02-17 09:00:00,2.32,54.55,4.37,20.76,1.59,0.0,0.036867537581481966,0.030863376346946917,0.036867537581481966
2005-02-17 10:00:00,0.0,0.0,0.0,19.13,1.31,0.0,0.0,0.0,0.0
2005-02-17 11:00:00,0.0,0.0,0.0,18.45,1.1,0.0,0.0,0.0,0.0
2005-02-17 12:00:00,0.0,0.0,0.0,18.01,1.17,0.0,0.0,0.0,0.0
2005-02-17 13:00:00,0.0,0.0,0.0,17.7,1.1,0.0,0.0,0.0,0.0
2005-02-17 14:00:00,0.0,0.0,0.0,17.44,0.97,0.0,0.0,0.0,0.0
2005-02-17 15:00:00,0.0,0.0,0.0,17.08,0.83,0.0,0.0,0.0,0.0
2005-02-17 16:00:00,0.0,0.0,0.0,17.27,0.62,0.0,0.0,0.0,0.0
2005-02-17 17:00:00,0.0,0.0,0.0,16.37,0.76,0.0,0.0,0.0,0.0
2005-02-17 18:00:00,0.0,0.0,0.0,16.04,0.69,0.0,0.0,0.0,0.0
2005-02-17 19:00:00,0.0,0.0,0.0,15.66,1.03,0.0,0.0,0.0,0.0
2005-02-17 20:00:00,0.0,0.0,0.0,15.83,0.83,0.0,0.0,0.0,0.0
2005-02-17 21:00:00,0.0,0.0,0.0,16.09,0.69,0.0,0.0,0.0,0.0
2005-02-17 22:00:00,0.0,0.0,-0.77,16.07,0.62,0.0,0.0,0.0,0.0
2005-02-17 23:00:00,3.56,66.78,12.38,16.24,0.62,0.0,0.05657260077158441,0.047359318877211655,0.05657260077158441
2005-02-18 00:00:00,7.01,113.19,25.16,17.09,0.55,0.0,0.11139717174404681,0.0932552880138353,0.11139717174404681
2005-02-18 01:00:00,15.22,222.21,36.74,17.17,1.1,0.0,0.24186375947851535,0.2024743913795397,0.24186375947851535
2005-02-18 02:00:00,22.14,315.2,46.46,17.1,1.59,0.0,0.35183072502328055,0.2945323932419848,0.35183072502328055
2005-02-18 03:00:00,30.85,434.46,52.8,17.03,1.93,0.0,0.49024290275375815,0.4104030863376347,0.49024290275375815
2005-02-18 04:00:00,23.19,328.25,53.93,17.11,1.72,0.0,0.36851646401489957,0.3085007316748703,0.36851646401489957
2005-02-18 05:00:00,23.2,330.03,49.41,17.17,1.38,0.0,0.3686753758148197,0.3086337634694692,0.3686753758148197
2005-02-18 06:00:00,23.95,340.86,40.77,17.11,1.31,0.0,0.3805937608088333,0.3186111480643874,0.3805937608088333
2005-02-18 07:00:00,22.46,322.44,29.77,18.12,1.66,0.0,0.35691590262072637,0.29878941066914994,0.35691590262072637
2005-02-18 08:00:00,8.95,141.57,17.5,18.0,1.52,0.0,0.1422260609285619,0.11906345616602367,0.1422260609285619
